[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[23.01.2025 4:45:28] Добавлены продажи: id 2684, id_animal 268, id_customer 105, date 08.02.2023 0:00:00, price 9582
[23.01.2025 4:45:28] Добавлены продажи: id 2685, id_animal 252, id_customer 90, date 17.12.2022 0:00:00, price 1573
[23.01.2025 4:45:28] Добавлены продажи: id 2686, id_animal 173, id_customer 190, date 11.04.2023 0:00:00, price 6673
[23.01.2025 4:45:28] Добавлены продажи: id 2687, id_animal 260, id_customer 254, date 07.07.2023 0:00:00, price 3583
[23.01.2025 4:45:28] Добавлены продажи: id 2688, id_animal 111, id_customer 5, date 17.03.2023 0:00:00, price 2588
[23.01.2025 4:45:28] Добавлены продажи: id 2689, id_animal 239, id_customer 89, date 01.08.2023 0:00:00, price 8779
[23.01.2025 4:45:28] Добавлены продажи: id 2690, id_animal 244, id_customer 236, date 13.06.2023 0:00:00, price 6548
[23.01.2025 4:45:28] Добавлены продажи: id 2691, id_animal 220, id_customer 188, date 25.09.2022 0:00:00, price 1309
[23.01.2025 4:45:28] Добавлены продажи: id 2692, id_animal 257, id_customer 22, date 21.02.2023 0:00:00, price 7390
[23.01.2025 4:45:28] Добавлены продажи: id 2693, id_animal 241, id_customer 229, date 22.02.2023 0:00:00, price 6545
[23.01.2025 4:45:28] Добавлены продажи: id 2694, id_animal 62, id_customer 176, date 14.06.2023 0:00:00, price 1591
[23.01.2025 4:45:28] Добавлены продажи: id 2695, id_animal 8, id_customer 102, date 15.08.2023 0:00:00, price 7431
[23.01.2025 4:45:28] Добавлены продажи: id 2696, id_animal 127, id_customer 24, date 02.04.2023 0:00:00, price 6066
[23.01.2025 4:45:28] Добавлены продажи: id 2697, id_animal 118, id_customer 178, date 28.11.2022 0:00:00, price 5021
[23.01.2025 4:45:28] Добавлены продажи: id 2698, id_animal 209, id_customer 108, date 02.02.2023 0:00:00, price 4969
[23.01.2025 4:45:28] Добавлены продажи: id 2699, id_animal 203, id_customer 58, date 30.03.2023 0:00:00, price 2773
[23.01.2025 4:45:28] Добавлены продажи: id 2700, id_animal 293, id_customer 48, date 08.07.2023 0:00:00, price 1384
[23.01.2025 4:45:28] Добавлены продажи: id 2701, id_animal 108, id_customer 196, date 18.04.2023 0:00:00, price 2972
[23.01.2025 4:45:28] Добавлены продажи: id 2702, id_animal 183, id_customer 264, date 26.12.2022 0:00:00, price 4151
[23.01.2025 4:45:28] Добавлены продажи: id 2703, id_animal 178, id_customer 58, date 06.03.2023 0:00:00, price 4960
[23.01.2025 4:45:28] Добавлены продажи: id 2704, id_animal 193, id_customer 243, date 04.10.2022 0:00:00, price 8679
[23.01.2025 4:45:28] Добавлены продажи: id 2705, id_animal 300, id_customer 103, date 24.09.2022 0:00:00, price 1120
[23.01.2025 4:45:28] Добавлены продажи: id 2706, id_animal 89, id_customer 3, date 04.02.2023 0:00:00, price 3123
[23.01.2025 4:45:28] Добавлены продажи: id 2707, id_animal 206, id_customer 194, date 13.11.2022 0:00:00, price 2858
[23.01.2025 4:45:28] Добавлены продажи: id 2708, id_animal 96, id_customer 262, date 07.06.2023 0:00:00, price 7725
[23.01.2025 4:45:28] Добавлены продажи: id 2709, id_animal 149, id_customer 209, date 23.08.2022 0:00:00, price 5200
[23.01.2025 4:45:28] Добавлены продажи: id 2710, id_animal 274, id_customer 70, date 13.12.2022 0:00:00, price 2692
[23.01.2025 4:45:28] Добавлены продажи: id 2711, id_animal 216, id_customer 25, date 31.05.2023 0:00:00, price 6415
[23.01.2025 4:45:28] Добавлены продажи: id 2712, id_animal 289, id_customer 91, date 07.08.2023 0:00:00, price 1167
[23.01.2025 4:45:28] Добавлены продажи: id 2713, id_animal 179, id_customer 128, date 30.12.2022 0:00:00, price 7374
[23.01.2025 4:45:28] Добавлены продажи: id 2714, id_animal 66, id_customer 50, date 30.11.2022 0:00:00, price 3835
[23.01.2025 4:45:28] Добавлены продажи: id 2715, id_animal 268, id_customer 229, date 28.05.2023 0:00:00, price 2550
[23.01.2025 4:45:28] Добавлены продажи: id 2716, id_animal 212, id_customer 103, date 14.10.2022 0:00:00, price 7928
[23.01.2025 4:45:28] Добавлены продажи: id 2717, id_animal 68, id_customer 142, date 24.02.2023 0:00:00, price 6921
[23.01.2025 4:45:28] Добавлены продажи: id 2718, id_animal 175, id_customer 208, date 08.08.2023 0:00:00, price 1372
[23.01.2025 4:45:28] Добавлены продажи: id 2719, id_animal 160, id_customer 264, date 20.06.2023 0:00:00, price 931
[23.01.2025 4:45:28] Добавлены продажи: id 2720, id_animal 137, id_customer 251, date 11.06.2023 0:00:00, price 6460
[23.01.2025 4:45:28] Добавлены продажи: id 2721, id_animal 284, id_customer 80, date 07.12.2022 0:00:00, price 6209
[23.01.2025 4:45:28] Добавлены продажи: id 2722, id_animal 106, id_customer 20, date 22.05.2023 0:00:00, price 4393
[23.01.2025 4:45:28] Добавлены продажи: id 2723, id_animal 276, id_customer 126, date 14.08.2023 0:00:00, price 2496
[23.01.2025 4:45:28] Добавлены продажи: id 2724, id_animal 262, id_customer 181, date 02.05.2023 0:00:00, price 4164
[23.01.2025 4:45:28] Добавлены продажи: id 2725, id_animal 52, id_customer 149, date 05.06.2023 0:00:00, price 7749
[23.01.2025 4:45:28] Добавлены продажи: id 2726, id_animal 43, id_customer 110, date 13.08.2023 0:00:00, price 2219
[23.01.2025 4:45:28] Добавлены продажи: id 2727, id_animal 49, id_customer 269, date 10.05.2023 0:00:00, price 3829
[23.01.2025 4:45:28] Добавлены продажи: id 2728, id_animal 82, id_customer 207, date 03.08.2023 0:00:00, price 6629
[23.01.2025 4:45:28] Добавлены продажи: id 2729, id_animal 8, id_customer 86, date 04.03.2023 0:00:00, price 4878
[23.01.2025 4:45:28] Добавлены продажи: id 2730, id_animal 29, id_customer 284, date 16.01.2023 0:00:00, price 5334
[23.01.2025 4:45:28] Добавлены продажи: id 2731, id_animal 182, id_customer 124, date 20.05.2023 0:00:00, price 3536
[23.01.2025 4:45:28] Добавлены продажи: id 2732, id_animal 136, id_customer 266, date 13.01.2023 0:00:00, price 1683
[23.01.2025 4:45:28] Добавлены продажи: id 2733, id_animal 234, id_customer 286, date 15.05.2023 0:00:00, price 4550
[23.01.2025 4:45:28] Добавлены продажи: id 2734, id_animal 161, id_customer 282, date 16.07.2023 0:00:00, price 5482
[23.01.2025 4:45:28] Добавлены продажи: id 2735, id_animal 142, id_customer 45, date 29.11.2022 0:00:00, price 4955
[23.01.2025 4:45:28] Добавлены продажи: id 2736, id_animal 5, id_customer 46, date 10.07.2023 0:00:00, price 3237
[23.01.2025 4:45:28] Добавлены продажи: id 2737, id_animal 150, id_customer 25, date 18.12.2022 0:00:00, price 2690
[23.01.2025 4:45:28] Добавлены продажи: id 2738, id_animal 50, id_customer 13, date 21.07.2023 0:00:00, price 7248
[23.01.2025 4:45:28] Добавлены продажи: id 2739, id_animal 91, id_customer 44, date 28.03.2023 0:00:00, price 5273
[23.01.2025 4:45:28] Добавлены продажи: id 2740, id_animal 119, id_customer 137, date 11.07.2023 0:00:00, price 1116
[23.01.2025 4:45:28] Добавлены продажи: id 2741, id_animal 235, id_customer 64, date 09.11.2022 0:00:00, price 7371
[23.01.2025 4:45:28] Добавлены продажи: id 2742, id_animal 140, id_customer 158, date 15.03.2023 0:00:00, price 8063
[23.01.2025 4:45:28] Добавлены продажи: id 2743, id_animal 164, id_customer 72, date 26.05.2023 0:00:00, price 2222
[23.01.2025 4:45:28] Добавлены продажи: id 2744, id_animal 157, id_customer 125, date 17.09.2022 0:00:00, price 3842
[23.01.2025 4:45:28] Добавлены продажи: id 2745, id_animal 64, id_customer 28, date 16.03.2023 0:00:00, price 1222
[23.01.2025 4:45:28] Добавлены продажи: id 2746, id_animal 35, id_customer 278, date 22.07.2023 0:00:00, price 6550
[23.01.2025 4:45:28] Добавлены продажи: id 2747, id_animal 159, id_customer 273, date 23.04.2023 0:00:00, price 1954
[23.01.2025 4:45:28] Добавлены продажи: id 2748, id_animal 156, id_customer 208, date 05.02.2023 0:00:00, price 5716
[23.01.2025 4:45:28] Добавлены продажи: id 2749, id_animal 232, id_customer 181, date 02.04.2023 0:00:00, price 3164
[23.01.2025 4:45:28] Добавлены продажи: id 2750, id_animal 262, id_customer 71, date 11.08.2023 0:00:00, price 8673
[23.01.2025 4:45:28] Добавлены продажи: id 2751, id_animal 2, id_customer 176, date 22.05.2023 0:00:00, price 4140
[23.01.2025 4:45:28] Добавлены продажи: id 2752, id_animal 275, id_customer 219, date 05.10.2022 0:00:00, price 7893
[23.01.2025 4:45:28] Добавлены продажи: id 2753, id_animal 64, id_customer 240, date 28.05.2023 0:00:00, price 2083
[23.01.2025 4:45:28] Добавлены продажи: id 2754, id_animal 53, id_customer 151, date 10.07.2023 0:00:00, price 3216
[23.01.2025 4:45:28] Добавлены продажи: id 2755, id_animal 99, id_customer 283, date 29.05.2023 0:00:00, price 6546
[23.01.2025 4:45:28] Добавлены продажи: id 2756, id_animal 71, id_customer 102, date 19.05.2023 0:00:00, price 4367
[23.01.2025 4:45:28] Добавлены продажи: id 2757, id_animal 279, id_customer 128, date 07.12.2022 0:00:00, price 6168
[23.01.2025 4:45:28] Добавлены продажи: id 2758, id_animal 253, id_customer 270, date 31.07.2023 0:00:00, price 2157
[23.01.2025 4:45:28] Добавлены продажи: id 2759, id_animal 73, id_customer 263, date 04.11.2022 0:00:00, price 4473
[23.01.2025 4:45:28] Добавлены продажи: id 2760, id_animal 186, id_customer 24, date 18.09.2022 0:00:00, price 6704
[23.01.2025 4:45:28] Добавлены продажи: id 2761, id_animal 104, id_customer 155, date 08.02.2023 0:00:00, price 5131
[23.01.2025 4:45:28] Добавлены продажи: id 2762, id_animal 187, id_customer 107, date 20.07.2023 0:00:00, price 5565
[23.01.2025 4:45:28] Добавлены продажи: id 2763, id_animal 283, id_customer 85, date 08.06.2023 0:00:00, price 2143
[23.01.2025 4:45:28] Добавлены продажи: id 2764, id_animal 293, id_customer 118, date 17.09.2022 0:00:00, price 6655
[23.01.2025 4:45:28] Добавлены продажи: id 2765, id_animal 273, id_customer 87, date 19.03.2023 0:00:00, price 6189
[23.01.2025 4:45:28] Добавлены продажи: id 2766, id_animal 290, id_customer 226, date 27.08.2022 0:00:00, price 9104
[23.01.2025 4:45:28] Добавлены продажи: id 2767, id_animal 199, id_customer 123, date 17.08.2022 0:00:00, price 3549
[23.01.2025 4:45:28] Добавлены продажи: id 2768, id_animal 183, id_customer 203, date 26.11.2022 0:00:00, price 5800
[23.01.2025 4:45:28] Добавлены продажи: id 2769, id_animal 2, id_customer 1, date 22.03.2023 0:00:00, price 4164
[23.01.2025 4:45:28] Добавлены продажи: id 2770, id_animal 212, id_customer 175, date 21.04.2023 0:00:00, price 2834
[23.01.2025 4:45:28] Добавлены продажи: id 2771, id_animal 299, id_customer 121, date 28.02.2023 0:00:00, price 9695
[23.01.2025 4:45:28] Добавлены продажи: id 2772, id_animal 220, id_customer 245, date 17.12.2022 0:00:00, price 1871
[23.01.2025 4:45:28] Добавлены продажи: id 2773, id_animal 162, id_customer 234, date 16.05.2023 0:00:00, price 7863
[23.01.2025 4:45:28] Добавлены продажи: id 2774, id_animal 132, id_customer 153, date 28.06.2023 0:00:00, price 6932
[23.01.2025 4:45:28] Добавлены продажи: id 2775, id_animal 26, id_customer 258, date 24.05.2023 0:00:00, price 5744
[23.01.2025 4:45:28] Добавлены продажи: id 2776, id_animal 196, id_customer 212, date 08.07.2023 0:00:00, price 7654
[23.01.2025 4:45:28] Добавлены продажи: id 2777, id_animal 133, id_customer 210, date 09.12.2022 0:00:00, price 5005
[23.01.2025 4:45:28] Добавлены продажи: id 2778, id_animal 242, id_customer 163, date 22.12.2022 0:00:00, price 2709
[23.01.2025 4:45:28] Добавлены продажи: id 2779, id_animal 143, id_customer 13, date 27.11.2022 0:00:00, price 1562
[23.01.2025 4:45:28] Добавлены продажи: id 2780, id_animal 209, id_customer 160, date 05.05.2023 0:00:00, price 6982
[23.01.2025 4:45:28] Добавлены продажи: id 2781, id_animal 212, id_customer 286, date 07.07.2023 0:00:00, price 3291
[23.01.2025 4:45:28] Добавлены продажи: id 2782, id_animal 216, id_customer 86, date 23.06.2023 0:00:00, price 2549
[23.01.2025 4:45:28] Добавлены продажи: id 2783, id_animal 84, id_customer 214, date 21.11.2022 0:00:00, price 3283
[23.01.2025 4:45:28] Добавлены продажи: id 2784, id_animal 96, id_customer 141, date 05.03.2023 0:00:00, price 3083
[23.01.2025 4:45:28] Добавлены продажи: id 2785, id_animal 55, id_customer 125, date 11.09.2022 0:00:00, price 7838
[23.01.2025 4:45:28] Добавлены продажи: id 2786, id_animal 3, id_customer 20, date 23.07.2023 0:00:00, price 1420
[23.01.2025 4:45:28] Добавлены продажи: id 2787, id_animal 64, id_customer 219, date 05.03.2023 0:00:00, price 1001
[23.01.2025 4:45:28] Добавлены продажи: id 2788, id_animal 255, id_customer 8, date 12.05.2023 0:00:00, price 6237
[23.01.2025 4:45:28] Добавлены продажи: id 2789, id_animal 175, id_customer 113, date 19.07.2023 0:00:00, price 2951
[23.01.2025 4:45:28] Добавлены продажи: id 2790, id_animal 215, id_customer 190, date 21.08.2022 0:00:00, price 6338
[23.01.2025 4:45:28] Добавлены продажи: id 2791, id_animal 59, id_customer 25, date 17.07.2023 0:00:00, price 2265
[23.01.2025 4:45:28] Добавлены продажи: id 2792, id_animal 298, id_customer 17, date 04.05.2023 0:00:00, price 8355
[23.01.2025 4:45:28] Добавлены продажи: id 2793, id_animal 266, id_customer 262, date 16.08.2022 0:00:00, price 5497
[23.01.2025 4:45:28] Добавлены продажи: id 2794, id_animal 264, id_customer 182, date 13.06.2023 0:00:00, price 8598
[23.01.2025 4:45:28] Добавлены продажи: id 2795, id_animal 252, id_customer 146, date 14.10.2022 0:00:00, price 1813
[23.01.2025 4:45:28] Добавлены продажи: id 2796, id_animal 229, id_customer 118, date 08.03.2023 0:00:00, price 3666
[23.01.2025 4:45:28] Добавлены продажи: id 2797, id_animal 246, id_customer 150, date 17.02.2023 0:00:00, price 6914
[23.01.2025 4:45:28] Добавлены продажи: id 2798, id_animal 205, id_customer 59, date 18.01.2023 0:00:00, price 1068
[23.01.2025 4:45:28] Добавлены продажи: id 2799, id_animal 258, id_customer 288, date 04.07.2023 0:00:00, price 7205
[23.01.2025 4:45:28] Добавлены продажи: id 2800, id_animal 243, id_customer 85, date 27.12.2022 0:00:00, price 3382
[23.01.2025 4:45:28] Добавлены продажи: id 2801, id_animal 234, id_customer 204, date 05.05.2023 0:00:00, price 6893
